gene_id	gene_name	log2FoldChange	log2CPM	baseMean	description
LOC101271709	TRADD	1.95	3.87	40.42	TNFRSF1A associated via death domain
LOC101281968	DBC1	-5.59	1.71	12.02	BMP/retinoic acid inducible neural specific 1
LOC101287662	CSK	1.52	5.42	124.38	C-terminal Src kinase
LOC101276687	ZFP36	1.44	5.08	97.03	ZFP36 ring finger protein
LOC101272612	ITM2B	1.5	7.94	709.72	integral membrane protein 2B
LOC125965172	LOC125965172	-2.87	2.47	19.04	uncharacterized LOC125965172
LOC101290034	WDR31	-2.47	2.31	16.33	WD repeat domain 31
LOC101284613	CCDC120	1.77	4	54.52	coiled-coil domain containing 120
LOC101271072	LENG9	1.88	4.96	88.76	leukocyte receptor cluster member 9
LOC101286081	GAS2L1	1.53	6.16	202.45	growth arrest specific 2 like 1
LOC101284453	STK16	1.42	4.65	80.17	serine/threonine kinase 16
LOC101274242	KLHL13	-2.41	2.71	21.27	kelch like family member 13
LOC101290073	LOC101290073	-3.52	1.94	13.57	exportin-6-like
LOC101282430	PLP2	1.47	5.59	138.64	proteolipid protein 2
LOC101278856	PKD1L1	-3.89	1.66	11.32	polycystin 1 like 1, transient receptor potential channel interacting
LOC101285086	FBXO16	-3.42	1.67	15.41	F-box protein 16
LOC101269555	RNF26	1.98	4.8	78.27	ring finger protein 26
LOC101276597	SIK2	1.59	6.99	383.57	salt inducible kinase 2
LOC101272225	CAT	2.38	5.44	115.76	catalase
LOC101288191	HOXB8	-3.41	0.77	5	homeobox B8
LOC101288540	ATP1A4	-2.95	3.19	31.14	ATPase Na+/K+ transporting subunit alpha 4
LOC117199989	TTC23L	-2.74	2.67	24.27	tetratricopeptide repeat domain 23 like
LOC101287466	PPP1R13L	1.67	6.75	311.97	protein phosphatase 1 regulatory subunit 13 like
LOC101278197	CDK15	-2.64	4.35	99.96	cyclin dependent kinase 15
LOC101287727	HNF4A	-4.08	1.81	11.91	hepatocyte nuclear factor 4 alpha
LOC101282260	NAP1L3	-3.77	2.12	12.35	nucleosome assembly protein 1 like 3
LOC101287649	ACTC1	-2.09	3.59	34.71	actin alpha cardiac muscle 1
LOC101278767	LOC101278767	2.19	7.39	500.26	amine oxidase copper containing 3
LOC117200941	MUC3A	-4.42	2.73	24.68	mucin-3B
LOC101277966	HERPUD1	1.16	5.87	169.9	homocysteine inducible ER protein with ubiquitin like domain 1
LOC101287601	TLR8	-3.88	1.83	12.92	toll like receptor 8
LOC101283287	SP8	-3.6	1.54	10.79	Sp8 transcription factor
LOC101290188	SOX6	-1.69	4.73	75.5	SRY-box transcription factor 6
LOC117203000	SMIM41	-2.34	3.99	53.11	small integral membrane protein 41
LOC101282992	TLN2	2.05	7.81	657.53	talin 2
LOC101286454	PLEKHA4	-1.4	5.68	147.62	pleckstrin homology domain containing A4
LOC101283232	AKR1D1	-1.95	3.71	55.39	aldo-keto reductase family 1 member D1
LOC101281720	ALOX15B	-3.83	1.56	10.39	polyunsaturated fatty acid lipoxygenase ALOX15B
LOC101272763	CHST3	1.36	4.93	110.41	carbohydrate sulfotransferase 3
LOC101287446	NPHS1	-7.9	2.08	18.64	NPHS1 adhesion molecule, nephrin
LOC101283500	SLC9C1	-8.07	1.62	13.17	solute carrier family 9 member C1
LOC101281859	CFAP65	-7.68	2.47	28.47	cilia and flagella associated protein 65
LOC101287528	TRO	-9.08	2.63	34.77	trophinin
LOC101276370	NEGR1	-6.52	1.76	10.82	neuronal growth regulator 1
LOC101280673	CFAP221	-6.05	1.85	13.68	cilia and flagella associated protein 221
LOC101282433	GCNT7	-6.96	1.56	13.2	beta-1,3-galactosyl-O-glycosyl-glycoprotein beta-1,6-N-acetylglucosaminyltransferase 7
LOC101270975	IL1RAPL1	-7.21	1.28	10.52	interleukin 1 receptor accessory protein like 1
LOC101290167	CR1	-6.35	1.94	16.69	complement C3b/C4b receptor 1 (Knops blood group)
LOC101274223	LRRTM2	-6.8	1.83	17.93	leucine rich repeat transmembrane neuronal 2
LOC101274375	SERPINA11	-7.51	1.05	9	serpin family A member 11
LOC101273676	PPP1R32	-7.47	1	8.85	protein phosphatase 1 regulatory subunit 32
LOC101277527	FSD2	-7.87	1.36	10.11	fibronectin type III and SPRY domain containing 2
LOC101273053	LOC101273053	-7.14	0.82	6.37	peptidyl-prolyl cis-trans isomerase A-like
LOC125961663	LOC125961663	-7.17	2.21	15.58	uncharacterized LOC125961663
LOC101287627	DNTT	-6.42	0.87	7.99	DNA nucleotidylexotransferase
LOC105748106	LOC105748106	-7.45	1.29	11.28	serine-threonine kinase receptor-associated protein-like
LOC101269932	VWDE	-6.29	1.21	7.39	von Willebrand factor D and EGF domains
LOC101270318	SLC35F4	-5.96	1.83	18.33	solute carrier family 35 member F4
LOC101282289	PNLIP	-6.84	1.22	10.74	pancreatic lipase
LOC101287435	PCSK1	-6.29	1.43	13.03	proprotein convertase subtilisin/kexin type 1
LOC101288313	LOC101288313	-6.19	1.29	10.58	cytochrome P450 2F5
LOC125964683	LOC125964683	-6.41	1.23	8.14	leucine rich repeat and Ig domain containing 2
LOC101272722	MAB21L2	-7.02	1.77	18.66	mab-21 like 2
LOC101273661	GPHB5	-6.91	2.1	18.99	glycoprotein hormone subunit beta 5
LOC101281130	GC	-6.8	1.16	10.54	GC vitamin D binding protein
LOC117196603	CCDC192	-7.85	1.48	9.95	coiled-coil domain containing 192
LOC101276860	SEL1L2	-6.42	1.17	11.68	SEL1L2 adaptor subunit of ERAD E3 ligase
LOC101290337	LOC101290337	-6.23	0.69	4.94	signal peptidase complex subunit 2-like
LOC101269885	PADI4	-7.2	1.56	14.24	peptidyl arginine deiminase 4
LOC101290134	SVOPL	-6.85	1.58	16.48	SVOP like
LOC101286428	UMOD	-4.45	1.52	11.7	uromodulin
LOC101288510	SLC44A5	-5.06	1.38	11.8	solute carrier family 44 member 5
LOC101287423	CCDC177	-7.7	1.3	8.76	coiled-coil domain containing 177
LOC101290121	ZP2	-5.8	1.22	11.41	zona pellucida glycoprotein 2
LOC101290296	RIMS1	-3.41	3.2	25.9	regulating synaptic membrane exocytosis 1
ITPRID1	ITPRID1	-5.48	1.46	12.07	ITPR interacting domain containing 1
LOC101277434	ACTL7A	-7.46	1.03	8.51	actin like 7A
LOC101281227	CRLF2	-7.26	0.67	7.2	cytokine receptor like factor 2
LOC125964911	LOC125964911	-5.62	2.06	47.63	guanine nucleotide exchange factor subunit RIC1-like
LOC101284598	LOC101284598	-7.66	1.19	11.26	cholesterol side-chain cleavage enzyme, mitochondrial
LOC101284800	FEZF1	-7.63	1.22	8.77	FEZ family zinc finger 1
LOC101288319	ATP10B	-3.48	3.42	31.23	ATPase phospholipid transporting 10B (putative)
LOC125964532	LOC125964532	-5.97	1.06	8.98	heterogeneous nuclear ribonucleoprotein D-like
LOC101279134	RPL3L	-5.15	0.71	6.26	ribosomal protein L3 like
LOC101279763	CATSPER1	-7.12	1.19	11.45	cation channel sperm associated 1
LOC101270659	LOC101270659	-5.88	1.12	9.41	aromatase-like
LOC101280325	CCDC33	-5.24	1.92	18.1	coiled-coil domain containing 33
LOC125961449	LOC125961449	-7.21	0.96	7.22	cornifin-B-like
LOC101271624	SUN3	-6.94	0.47	5.35	Sad1 and UNC84 domain containing 3
LOC101278122	FGG	-4.91	1.63	12.65	fibrinogen gamma chain
LOC101284329	LOC101284329	-4.96	1.25	7.37	growth factor receptor-bound protein 10-like
LOC101290133	MPO	-4.99	1.18	9.13	myeloperoxidase
LOC101280505	LOC101280505	-6.33	1.75	17.84	kelch domain-containing protein 10-like
LOC101280046	PROK2	-2.94	3.73	38.72	prokineticin 2
LOC101286280	LOC101286280	-6.58	0.34	3.64	T-cell receptor-associated transmembrane adapter 1
LOC105748583	LOC105748583	-6.94	1.35	8.4	zinc finger protein 239-like
LOC101283972	SMPDL3B	-4.93	1.26	10.87	sphingomyelin phosphodiesterase acid like 3B
LOC101280469	UBTFL1	-7.21	0.81	6.39	upstream binding transcription factor like 1
LOC101287039	LOC101287039	-7.63	1.18	10.37	POM121-like protein 2
LOC101283093	CCDC178	-5.76	1.36	12.88	coiled-coil domain containing 178
LOC101272851	TACR3	-5.59	0.77	6.23	tachykinin receptor 3
LOC101289245	HTR3A	-6.98	0.62	7.09	5-hydroxytryptamine receptor 3A
LOC101281068	LOC101281068	-7.03	0.63	9.24	signal peptidase complex catalytic subunit SEC11C-like
LOC117200580	MYMX	-5.95	1.38	11	myomixer, myoblast fusion factor
LOC101277768	IL5RA	-6.3	1.04	9.38	interleukin 5 receptor subunit alpha
LOC101282434	SLC16A4	-6.45	1.08	9.55	solute carrier family 16 member 4
LOC101287587	TUBB1	-7	0.84	8.85	tubulin beta 1 class VI
LOC125961021	LOC125961021	-6.28	1.14	8.97	endogenous retrovirus group K member 6 Env polyprotein-like
LOC101283163	GZMK	-7.07	0.75	6.22	granzyme K
LOC101273586	NECAB1	-5.83	1.77	13.57	N-terminal EF-hand calcium binding protein 1
LOC101275393	LOC101275393	-6.16	1.37	13.16	protein LTO1 homolog
LOC101271080	LOC101271080	-4.86	0.75	7.06	tetratricopeptide repeat protein 19, mitochondrial-like
LOC101280939	TBX22	-7.73	1.08	15.24	T-box transcription factor 22
LOC101285747	FBP2	-5.3	1.44	10.57	fructose-bisphosphatase 2
LOC125964912	LOC125964912	-5.11	1.2	9.44	uncharacterized LOC125964912
LOC101284518	TMEM132D	-4.11	3.15	33.05	transmembrane protein 132D
LOC101282639	LOC101282639	-7.12	0.8	6.05	NUT family member 2G-like
LOC101279034	CATSPER4	-6.67	0.97	8.55	cation channel sperm associated 4
LOC125964821	LOC125964821	-3.96	2.98	20.26	uncharacterized LOC125964821
LOC101284653	IQCF6	-5.95	0.52	6.25	IQ motif containing F6
LOC101274350	PRSS58	-6.84	0.95	6.76	serine protease 58
NSG2	NSG2	-5.67	0.61	5.47	neuronal vesicle trafficking associated 2
LOC101278786	TDO2	-6.26	0.84	7.38	tryptophan 2,3-dioxygenase
LOC101288675	LOC101288675	-7.54	1.02	8.24	Golgi associated RAB2 interactor protein 4-like
LOC101276773	LOC101276773	-7.54	1.14	7.81	AN1-type zinc finger protein 6-like
LOC101276841	DPPA5	-7.43	0.92	7.64	developmental pluripotency associated 5
LOC101280159	LOC101280159	-6.64	0.54	5.34	olfactory receptor 7D2-like
LOC101280660	NQO1	-6.99	1.1	11.28	NAD(P)H quinone dehydrogenase 1
LOC101275272	AQP9	-6.12	0.63	4.82	aquaporin 9
LOC101283626	LOC101283626	-6.09	0.52	5.09	fructose-2,6-bisphosphatase TIGAR-like
LOC101280578	IGSF21	-7.4	0.95	8.95	immunoglobin superfamily member 21
LOC101283065	EVI2A	-4.23	1.73	14.46	ecotropic viral integration site 2A
LOC117198459	LOC117198459	-3.44	3.31	107.4	guanine nucleotide exchange factor subunit RIC1-like
LOC101283879	DCDC5	-8.04	1.58	13.59	doublecortin domain-containing protein 1
LOC101278564	LYPD4	-6.27	0.44	4.74	LY6/PLAUR domain containing 4
LOC101279383	C5	-3.89	3.05	24.95	complement C5
LOC101275911	GPR25	-6.25	1.12	9.67	G protein-coupled receptor 25
LOC125961686	LOC125961686	-4.64	2.21	31.65	endogenous retrovirus group K member 7 Pro protein-like
LOC101278390	SLC4A1	-3.71	1.94	10.89	solute carrier family 4 member 1 (Diego blood group)
LOC101281564	B3GALT1	-4.62	2.49	18.69	beta-1,3-galactosyltransferase 1
LOC101273197	OVCH1	-5.23	1.54	12.92	ovochymase 1
LOC101269628	LOC101269628	-2.35	4.62	71.9	uncharacterized LOC101269628
LOC117200614	LOC117200614	-4.13	1.22	10.23	restin homolog
LOC101278049	SKOR2	-5.57	0.6	5.18	SKI family transcriptional corepressor 2
LOC101270352	MAP3K19	-5.25	1.91	14.12	mitogen-activated protein kinase kinase kinase 19
LOC101289159	LRRTM1	-5.72	0.72	5.82	leucine rich repeat transmembrane neuronal 1
LOC101288481	PLET1	-3.74	1.14	9.07	placenta expressed transcript 1
LOC101274117	LOC101274117	-6.32	0.07	3.23	olfactory receptor 8S1
LOC101283181	CRTAM	-6.99	0.68	5.93	cytotoxic and regulatory T cell molecule
LOC101276873	GJD4	-6.84	0.93	5.48	gap junction protein delta 4
LOC101289205	SAMD3	-5.47	0.59	5.37	sterile alpha motif domain containing 3
LOC101282540	SLC28A3	-5.34	1.35	11.48	solute carrier family 28 member 3
LOC101279350	EMC2	-4.32	12.38	11886.25	ER membrane protein complex subunit 2
LOC101274264	KCNIP1	-6.8	0.5	5.22	potassium voltage-gated channel interacting protein 1
LOC101278261	SLC22A2	-5.21	1.48	10.4	solute carrier family 22 member 2
LOC125960373	LOC125960373	-4.92	0.76	6.5	dual specificity tyrosine phosphorylation regulated kinase 4
LOC117196134	LOC117196134	-6.47	0.96	5.89	60S ribosomal protein L15-like
LOC101269191	LOC101269191	-6.78	0.77	9.41	olfactory receptor 2T11-like
LOC101274866	LOC101274866	-5.64	0.45	5.59	DNA topoisomerase I, mitochondrial-like
LOC101269648	LOC101269648	-5.73	1.43	11.98	5-hydroxytryptamine receptor 3C-like
LOC101274959	ASB18	-6.56	0.48	3.54	ankyrin repeat and SOCS box containing 18
CAVIN4	CAVIN4	-4.34	1.01	9.77	caveolae associated protein 4
RTL6	RTL6	1.39	5.77	169.26	retrotransposon Gag like 6
LOC101277628	SLC19A3	-6.22	0.85	7.12	thiamine transporter 2
LOC101273164	RFX6	-4.76	1.6	25.08	regulatory factor X6
LOC101282974	NLRC3	-3.65	0.97	7.17	NLR family CARD domain containing 3
LOC101280432	SLC15A5	-4.58	1.34	9.76	solute carrier family 15 member 5
LOC101281841	TEX11	-4.16	1.33	11.41	testis expressed 11
LOC101288561	OTOF	-2.77	3.36	29.66	otoferlin
LOC101278554	MUC12	-4.3	0.99	7.67	mucin-12
FYB1	FYB1	-2.69	3.05	27.13	FYN binding protein 1
LOC101276651	CCDC88B	-2.64	3.03	25.51	coiled-coil domain containing 88B
LOC101283935	GATA4	-5.82	0.33	5.7	GATA binding protein 4
LOC101285559	LOC101285559	-5.01	1.12	8.42	microtubule-associated protein RP/EB family member 1-like
LOC125961708	LOC125961708	-4.17	2.79	78.8	UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase 110 kDa subunit-like
LOC101282482	ERICH6B	-5.97	1.52	12.11	glutamate rich 6B
LOC101287170	PCDHA2	-2.33	4.56	89.3	protocadherin alpha-C2
LOC101285584	SLC47A2	-2.84	4.22	53.07	solute carrier family 47 member 2
LOC101273575	LOC101273575	-3.7	2.29	14.71	dihydrodiol dehydrogenase 3
LOC101275069	KHDRBS2	-4.75	0.93	8.91	KH RNA binding domain containing, signal transduction associated 2
LOC125964209	LOC125964209	-4.3	1.05	9.27	single-stranded DNA-binding protein, mitochondrial
LOC101281192	PTPRO	-2.47	2.79	18.95	protein tyrosine phosphatase receptor type O
LOC101275647	CPNE6	-6.21	0.72	7.5	copine 6
LOC101281845	TRIML2	-3.8	0.85	5.93	tripartite motif family like 2
LOC117199968	LOC117199968	-5.16	0.74	9.85	endogenous retrovirus group S71 member 1 Env polyprotein-like
LOC101272961	LOC101272961	-4.89	1.44	11	zinc finger protein 14-like
RTL9	RTL9	-5.35	1.61	12.73	retrotransposon Gag like 9
LOC101282381	LOC101282381	-4.61	0.45	NA	T-complex protein 1 subunit zeta-like
LOC101282602	TRIM67	-6.23	2.44	23.8	tripartite motif containing 67
LOC101276850	AGBL4	-5.43	1.77	15.84	AGBL carboxypeptidase 4
LOC101286990	PIGZ	-3.39	2.95	23.38	phosphatidylinositol glycan anchor biosynthesis class Z
LOC101279478	MATN3	-4.47	0.72	5.11	matrilin 3
LOC101285698	AADACL4	-4.89	1.15	7.44	arylacetamide deacetylase-like 4
LOC101287296	UGT3A1	-2.28	6.45	208.43	UDP glycosyltransferase family 3 member A2
LOC101280114	PRDM13	-5.88	0.18	2.96	PR/SET domain 13
LOC101278487	UPB1	-6.09	1.64	16.65	beta-ureidopropionase 1
LOC117200137	LOC117200137	-6.3	1.02	8.41	uncharacterized protein C2orf66-like
LOC125960328	LOC125960328	-3.88	2.6	26.08	uncharacterized LOC125960328
LOC101277612	PLG	-6.01	1.19	12.77	plasminogen
LOC117199428	LOC117199428	-2.71	4.03	55.92	UPF0547 protein C16orf87-like
LOC101279871	PRODH2	-7.27	1.31	9.88	proline dehydrogenase 2
LOC101275888	GLIPR1L2	-4.14	0.89	6.71	GLIPR1 like 2
LOC101287953	SYT13	-4.84	1.39	10.19	synaptotagmin 13
LOC101289573	SLC16A5	1.68	4.33	77.73	solute carrier family 16 member 5
LOC101278285	SLC22A11	-5.22	0.78	7.21	solute carrier family 22 member 11
LOC101288069	GJD2	-6.32	0.74	6.11	gap junction protein delta 2
LOC125965449	LOC125965449	-4.5	1.28	9.38	transmembrane and immunoglobulin domain containing 3
LOC101280475	CACNA2D2	-2.52	2.85	18.99	calcium voltage-gated channel auxiliary subunit alpha2delta 2
LOC101274845	CCDC184	-6.83	0.85	8.09	coiled-coil domain containing 184
LOC101279715	OTP	-4.87	1.05	7.29	orthopedia homeobox
LOC101289244	MYLK2	-2.87	1.96	11.2	myosin light chain kinase 2
LOC101275859	CACNG4	-6.43	0.26	3.89	calcium voltage-gated channel auxiliary subunit gamma 4
LOC101286762	ZP4	-5.03	1.03	8.86	zona pellucida glycoprotein 4
LOC101290345	SKAP1	-4.77	0.98	8.45	src kinase associated phosphoprotein 1
LOC101276335	DDX43	-2.96	2.17	13.46	DEAD-box helicase 43
LOC101277794	LOC101277794	-5.2	1.01	9.59	protein Tob1-like
LOC101284938	ATOH1	-7.02	0.69	5.46	atonal bHLH transcription factor 1
LOC101276170	KLK12	-4.41	1.48	12.94	kallikrein-12
LOC101272147	LOC101272147	-4.31	0.92	7.7	transcription factor BTF3-like
LOC105748820	TSPYL6	-4.45	1.34	9.18	TSPY like 6
LOC101276297	KL	-3.33	2.26	15.84	klotho
LOC101283767	MED12L	-1.89	4.12	50.32	mediator complex subunit 12L
LOC101282845	MAP6	-5.6	1.08	7.42	microtubule associated protein 6
LOC101274644	CCRL2	-3.55	0.71	6.89	C-C motif chemokine receptor like 2
LOC101282924	CUBN	-1.86	4.99	96.43	cubilin
LOC101284398	SFT2D2	1.39	6.36	251.59	SFT2 domain containing 2
LOC101269967	LCP1	-2.12	3.85	43.62	lymphocyte cytosolic protein 1
LOC101281840	RP1	-3.03	3.23	29.86	RP1 axonemal microtubule associated
LOC125963493	LOC125963493	-3.18	4	2170.15	WAS/WASL-interacting protein family member 3-like
LOC105747738	LOC105747738	-2.53	2.7	19.36	ATP-binding cassette sub-family C member 2-like
LOC101272337	OPN5	-4.64	0.8	6.01	opsin 5
LOC101280198	STK31	-5.68	0.95	10.6	serine/threonine kinase 31
LOC101271320	GPC5	-4.26	1.34	10.07	glypican 5
LOC101271219	MMP8	-6.1	0.85	9.4	matrix metallopeptidase 8
LOC101279513	MME	-3.14	2.59	17.81	membrane metalloendopeptidase
LOC125965465	LOC125965465	-4.41	1.43	10.48	DBH-like monooxygenase protein 2
LOC117198660	LOC117198660	-4.34	0.9	6.11	protein FAM136A-like
LOC101281023	HAND2	-5.61	0.27	3.07	heart and neural crest derivatives expressed 2
LOC101285818	GBP5	-2.26	3.89	46.54	guanylate-binding protein 5
LOC101285967	LOC101285967	-5.6	0.69	10.36	5-beta-cholestane-3-alpha,7-alpha-diol 12-alpha-hydroxylase
LOC101275148	HEPHL1	-2.36	3.27	27.36	hephaestin like 1
LOC101272542	P2RY6	-2.56	3.94	49.35	pyrimidinergic receptor P2Y6
LOC125961636	LOC125961636	-2.9	2.33	16.22	uncharacterized LOC125961636
LOC101288906	CTNNA2	-4.13	2.5	17.25	catenin alpha 2
LOC101276274	NUTM2F	-2.51	1.85	14.19	NUT family member 2F
LOC101279322	CCDC60	-2.41	4.44	52.37	coiled-coil domain containing 60
LOC125961828	LOC125961828	-3.19	2.92	33.7	calmodulin-1-like
LOC105748762	LOC105748762	-5.3	0.8	7.14	60S ribosomal protein L39-like
LOC101283913	PP2D1	-5.12	2.24	22.3	protein phosphatase 2C like domain containing 1
LOC101287183	SLC26A5	-2.63	3.13	26.48	solute carrier family 26 member 5
LOC101289510	APLP2	1.19	8.23	825.37	amyloid beta precursor like protein 2
LOC101269809	PDC	-5.05	0.74	6.19	phosducin
LOC125965092	LOC125965092	-4.89	0.96	6.58	serum amyloid A-2 protein
LOC101289180	CP	-2.41	3.12	25.59	ceruloplasmin
LOC117196010	CTXND1	-6.33	2.85	28.12	cortexin domain containing 1
LOC101288979	DOLK	1.95	3.52	32.54	dolichol kinase
LOC101270517	LHFPL5	-6.41	2.48	25.13	LHFPL tetraspan subfamily member 5
LOC101272031	GAL	-6.41	0.17	4.23	galanin and GMAP prepropeptide
LOC117199772	LOC117199772	-5.89	0.59	5.01	mitochondrial import receptor subunit TOM5 homolog
LOC101278040	MAP4K1	-2.4	2.92	21.78	mitogen-activated protein kinase kinase kinase kinase 1
LOC117203444	LOC117203444	-4.12	0.59	5.47	reactive oxygen species modulator 1-like
LOC101280121	FGFR4	-3.75	2.49	16.36	fibroblast growth factor receptor 4
LOC125963841	LOC125963841	-3.09	3.13	84.55	UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase 110 kDa subunit-like
LOC101278483	LOC101278483	-6.17	0.22	5.41	tumor protein D52-like
LOC101277738	C1QTNF3	-3.36	1.11	8.71	C1q and TNF related 3
LOC101283128	KIF18A	-2.99	2.34	16.46	kinesin family member 18A
LOC125961575	LOC125961575	-3.35	3.66	36.55	uncharacterized LOC125961575
LOC101269605	S100A16	1.97	5.96	210.42	S100 calcium binding protein A16
LOC101271517	CLCN1	-3.28	3.18	26.59	chloride voltage-gated channel 1
LOC101274150	LOC101274150	-6.61	0.63	6.37	josephin-1-like
LOC101275093	LOC101275093	-4.36	2.05	19.97	optineurin
LOC101289389	LOC101289389	-3.98	1.47	12.2	2-iminobutanoate/2-iminopropanoate deaminase-like
LOC101280598	TPBGL	2.81	4.74	109.84	trophoblast glycoprotein like
ELAPOR2	ELAPOR2	-2.06	2.53	58.09	endosome-lysosome associated apoptosis and autophagy regulator family member 2
LOC101272299	CXCR2	-3.54	2.19	14.52	C-X-C motif chemokine receptor 2
LOC105748455	LOC105748455	-4.83	0.98	8.87	60S ribosomal protein L17-like
LOC101269647	APBA2	-2.3	2.57	19.88	amyloid beta precursor protein binding family A member 2
LOC101290255	LOC101290255	-4.23	1.4	7.66	putative RNA-binding protein Luc7-like 2
LOC101287010	GJB2	3.13	6.69	274.53	gap junction protein beta 2
LOC101289781	ACADSB	-2.54	2.82	27.51	acyl-CoA dehydrogenase short/branched chain
LOC101269938	SPEM1	-4.66	1.53	10.36	spermatid maturation 1
LOC105747838	CROCC2	-2.14	3.4	28.75	ciliary rootlet coiled-coil, rootletin family member 2
LOC101281831	NOBOX	-5.5	0.93	7.06	NOBOX oogenesis homeobox
LOC101289111	LOC101289111	-5.8	0.4	11.11	protein BEX4-like
LOC101279952	NUP210	-2.29	4.09	50.29	nucleoporin 210
LOC101283000	NCKAP5	-1.34	NA	81.08	NCK associated protein 5
LOC101270483	NDST1	1.4	6.36	320.75	N-deacetylase and N-sulfotransferase 1
LOC101275622	ZCWPW2	-1.72	4.98	99.88	zinc finger CW-type and PWWP domain containing 2
LOC101281312	CFB	-4.77	1.77	22.14	complement factor B
LOC101270236	ELFN2	-3.22	4.17	61.54	extracellular leucine rich repeat and fibronectin type III domain containing 2
LOC101278885	ITGAL	-3.44	2.95	24.12	integrin subunit alpha L
LOC101286770	NLGN4X	-2.68	2.92	23.29	neuroligin 4 X-linked
LOC101273174	NOXA1	2.39	3.78	33.88	NADPH oxidase activator 1
LOC101271434	PSMA8	-3.13	1.26	6.38	proteasome 20S subunit alpha 8
LOC101278612	RASSF6	-2.89	2	14.81	Ras association domain family member 6
LOC101285822	LIX1	-2.18	4.62	58.02	limb and CNS expressed 1
LOC101280381	TRIM63	-4.19	1.95	13	tripartite motif containing 63
LOC101276615	KIF15	-1.98	4.13	51.26	kinesin family member 15
LOC101282185	CLCA4	-5.24	1.65	11.08	chloride channel accessory 4
LOC101280986	SPDYA	-3.64	0.86	7.86	speedy/RINGO cell cycle regulator family member A
LOC101282464	PDLIM1	1.56	6.16	208.71	PDZ and LIM domain 1
LOC101274001	MUC1	-2.44	3.36	32.62	mucin 1, cell surface associated
LOC101280160	ASTL	-4.83	0.87	6.97	astacin like metalloendopeptidase
LOC101276484	TMEM71	-3.08	1.66	12.08	transmembrane protein 71
LOC101289269	MPST	1.51	5.36	119.15	mercaptopyruvate sulfurtransferase
LOC101280699	MC3R	-5.45	0.46	5.08	melanocortin 3 receptor
LOC101282414	SNCA	-3.33	6.81	327.97	synuclein alpha
LOC101276179	PLCXD2	-2.64	3.15	19.87	phosphatidylinositol specific phospholipase C X domain containing 2
LOC101279412	CNNM3	1.61	6.07	196.9	cyclin and CBS domain divalent metal cation transport mediator 3
GSDME	GSDME	-1.53	4.85	87.42	gasdermin E
LOC101283518	ZFR2	-2.57	2.91	21.93	zinc finger RNA binding protein 2
LOC125964977	LOC125964977	-4.85	0.42	5.27	akirin-1-like
DNAI4	DNAI4	-2.62	1.72	11.71	dynein axonemal intermediate chain 4
LOC101282740	ESM1	-4.67	0.72	4.08	endothelial cell specific molecule 1
LOC101277429	CCDC91	-1.6	6.72	275.29	coiled-coil domain containing 91
LOC101286564	PTGDR	-2.88	2.59	20.03	prostaglandin D2 receptor
LOC101272643	CHRNA4	-4.84	1.24	10.75	cholinergic receptor nicotinic alpha 4 subunit
LOC101278030	CMTM5	-5.39	0.39	5.15	CKLF like MARVEL transmembrane domain containing 5
LOC101286198	LOC101286198	-3.13	1.86	14.95	olfactory receptor 13C3-like
LOC101274207	CRACR2A	-2.97	3.79	30.78	calcium release activated channel regulator 2A
LOC101288744	LPIN2	1.52	6.62	318.17	lipin 2
LOC101290386	NSUN3	-2.15	5.09	81.29	NOP2/Sun RNA methyltransferase 3
LOC101287353	TLR7	-2.89	3.07	42.55	toll like receptor 7
LOC125961947	LOC125961947	-2.58	3.69	38.14	leucine-rich repeat transmembrane protein CCDC168-like
LOC101276301	KRT16	-3.2	1.53	775.05	keratin, type I cytoskeletal 16
LOC101271678	RBPJL	-3.69	1.46	8.98	recombination signal binding protein for immunoglobulin kappa J region like
LOC101275822	ADAM33	2.28	5.54	149.99	ADAM metallopeptidase domain 33
LOC101282522	BTK	-3.64	2.03	13.5	Bruton tyrosine kinase
LOC101273809	SLCO4C1	-5.25	0.49	4.74	solute carrier organic anion transporter family member 4C1
LOC101276064	SPINT2	2.51	6.61	303.05	serine peptidase inhibitor, Kunitz type 2
LOC101273289	TRPM3	-2.06	3.86	49.61	transient receptor potential cation channel subfamily M member 3
LOC101282902	TNFSF10	1.64	5.99	237.44	TNF superfamily member 10
LOC101271520	EPHA8	-3.14	2.2	14.91	EPH receptor A8
LOC101277942	LOC101277942	-5.79	0.87	9.39	non-histone chromosomal protein HMG-14-like
LOC101273261	SLC10A3	1.64	4.49	61.94	solute carrier family 10 member 3
LOC101273352	CAMKK1	1.82	5.77	180.5	calcium/calmodulin dependent protein kinase kinase 1
LOC101273476	SLC5A7	-5.32	0.94	8.03	solute carrier family 5 member 7
LOC125964520	LOC125964520	-4.33	1.65	13.64	proline-rich protein 36-like
LOC101288772	URAD	-6.41	0.22	3.7	ureidoimidazoline (2-oxo-4-hydroxy-4-carboxy-5-) decarboxylase
LOC101287744	PLIN1	3.71	8.83	1303.36	perilipin 1
LOC101270860	LOC101270860	-3.12	2.35	16.3	zinc finger protein 396
LOC101289195	ACSL1	1.35	5.96	189.08	acyl-CoA synthetase long chain family member 1
LOC101288524	AMY2A	-1.6	6.85	2355.2	pancreatic alpha-amylase
